,frame_number,new_people_count,total_people_in_frame,cumulative,flow,coords
30,30,0,9,9,"[([0, 0], [0, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([1, 0], [-1, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 904.9510498046875, 260.06512451171875), (2, 73.69155883789062, 180.5664825439453), (3, 996.7435302734375, 483.63409423828125), (4, 1148.673095703125, 470.447265625), (5, 340.0833740234375, 90.02849578857422), (6, 284.27374267578125, 114.00665283203125), (7, 345.69989013671875, 242.78355407714844), (8, 284.0151672363281, 112.44915771484375), (9, 148.66932678222656, 67.98738098144531), (10, 841.3118896484375, 410.6641540527344), (11, 541.7715454101562, 362.73333740234375), (12, 393.2339172363281, 13.857711791992188)]"
31,31,0,9,9,"[([-1, 0], [0, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([1, 0], [0, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 904.95068359375, 260.06427001953125), (2, 73.69141387939453, 180.56712341308594), (3, 996.743408203125, 483.6341552734375), (4, 1148.6737060546875, 470.44744873046875), (5, 340.0834045410156, 90.02853393554688), (6, 284.2738952636719, 114.005615234375), (7, 345.699951171875, 242.78343200683594), (8, 284.01507568359375, 112.4489974975586), (9, 148.66909790039062, 67.98768615722656), (10, 841.3116455078125, 410.664306640625), (11, 541.778076171875, 362.7364196777344), (12, 393.23370361328125, 13.858078002929688)]"
32,32,0,9,9,"[([-1, 0], [0, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([0, 0], [0, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 904.9366455078125, 260.06121826171875), (2, 73.6927719116211, 180.561767578125), (3, 996.7437744140625, 483.6311340332031), (4, 1148.6768798828125, 470.44970703125), (5, 340.0835876464844, 90.02757263183594), (6, 284.270263671875, 114.01211547851562), (7, 345.70135498046875, 242.78517150878906), (8, 284.0149230957031, 112.44795989990234), (9, 148.66708374023438, 67.9853515625), (10, 841.31298828125, 410.6636962890625), (11, 541.718505859375, 362.7220458984375), (12, 393.23681640625, 13.852157592773438)]"
33,33,0,9,9,"[([-1, 0], [0, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([0, 0], [0, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 904.931396484375, 260.06005859375), (2, 73.69327545166016, 180.55975341796875), (3, 996.743896484375, 483.6298828125), (4, 1148.6781005859375, 470.45050048828125), (5, 340.08367919921875, 90.02720642089844), (6, 284.2689514160156, 114.01458740234375), (7, 345.701904296875, 242.78578186035156), (8, 284.0148620605469, 112.44757080078125), (9, 148.66632080078125, 67.98446655273438), (10, 841.3135986328125, 410.6634216308594), (11, 541.6964111328125, 362.71685791015625), (12, 393.23797607421875, 13.849884033203125)]"
34,34,0,9,9,"[([-1, 0], [0, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([0, 0], [0, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 904.9295654296875, 260.0596923828125), (2, 73.69346618652344, 180.5590362548828), (3, 996.743896484375, 483.62945556640625), (4, 1148.678466796875, 470.4508056640625), (5, 340.08367919921875, 90.0270767211914), (6, 284.26849365234375, 114.0155258178711), (7, 345.70208740234375, 242.78602600097656), (8, 284.0148620605469, 112.44741821289062), (9, 148.66604614257812, 67.98414611816406), (10, 841.313720703125, 410.6632995605469), (11, 541.688720703125, 362.7152099609375), (12, 393.2384033203125, 13.849029541015625)]"
35,35,0,9,9,"[([0, 0], [0, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([0, 0], [0, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 904.9259643554688, 260.06317138671875), (2, 73.68891906738281, 180.5636444091797), (3, 996.7437744140625, 483.6280517578125), (4, 1148.681884765625, 470.4508056640625), (5, 340.084228515625, 90.02898406982422), (6, 284.2688293457031, 114.01419067382812), (7, 345.7024230957031, 242.78536987304688), (8, 284.0172424316406, 112.4481430053711), (9, 148.66864013671875, 67.98600769042969), (10, 841.313720703125, 410.66412353515625), (11, 541.7125244140625, 362.7259826660156), (12, 393.23748779296875, 13.8480224609375)]"
36,36,0,9,9,"[([0, 0], [0, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([0, 0], [0, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 904.9247436523438, 260.06451416015625), (2, 73.68720245361328, 180.5654296875), (3, 996.74365234375, 483.6275329589844), (4, 1148.683349609375, 470.45086669921875), (5, 340.08447265625, 90.02970123291016), (6, 284.26898193359375, 114.013671875), (7, 345.7025146484375, 242.78509521484375), (8, 284.01812744140625, 112.44839477539062), (9, 148.6696319580078, 67.98670959472656), (10, 841.313720703125, 410.6644287109375), (11, 541.7221069335938, 362.7302551269531), (12, 393.23712158203125, 13.847640991210938)]"
37,37,0,9,9,"[([0, 0], [1, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [0, 0], 3), ([0, 0], [0, 0], 4), ([0, 0], [0, 0], 5), ([0, 0], [0, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 9), ([0, 0], [0, 0], 10), ([0, 0], [0, 0], 11), ([0, 0], [0, 0], 12)]","[(1, 905.0591430664062, 260.06451416015625), (2, 73.62005615234375, 180.43911743164062), (3, 996.8583374023438, 483.6416320800781), (4, 1148.649169921875, 470.4422607421875), (5, 340.0907287597656, 90.02984619140625), (6, 284.3011779785156, 114.04104614257812), (7, 345.78253173828125, 242.79966735839844), (8, 284.0105895996094, 112.44775390625), (9, 148.66427612304688, 67.99031066894531), (10, 841.3172607421875, 410.6922607421875), (11, 541.6502075195312, 362.7370300292969), (12, 393.2377014160156, 13.820404052734375)]"
38,38,0,9,9,"[([0, 0], [2, 0], 1), ([0, 0], [0, 0], 2), ([0, 0], [-4, 0], 3), ([0, 0], [7, 0], 4), ([0, 0], [-2, 3], 5), ([0, 0], [-2, 0], 6), ([0, 0], [0, 0], 7), ([0, 0], [-2, -1], 8), ([0, 0], [0, 2], 9), ([0, 0], [0, 1], 10), ([0, 0], [0, 0], 11), ([0, 0], [-4, 2], 12)]","[(1, 906.1389770507812, 258.4483642578125), (2, 73.79290008544922, 180.1852569580078), (3, 992.037109375, 483.1387939453125), (4, 1155.4588623046875, 470.49127197265625), (5, 338.0882873535156, 90.92593383789062), (6, 282.6760559082031, 113.519775390625), (7, 345.9859619140625, 242.66162109375), (8, 282.8724365234375, 112.2938461303711), (9, 148.4119873046875, 67.21723937988281), (10, 841.7080078125, 410.2961730957031), (11, 541.0769653320312, 362.6382751464844), (12, 389.6393127441406, 9.590087890625)]"
39,39,1,10,10,"[([0, 0], [3, -2], 1), ([0, 0], [0, 0], 2), ([0, 0], [-16, -6], 3), ([0, 0], [-10, -5], 4), ([0, 0], [-5, 4], 5), ([0, 0], [-1, 1], 6), ([0, 0], [1, 0], 7), ([0, 0], [-1, 1], 8), ([0, 0], [1, 4], 9), ([0, 0], [2, 1], 10), ([0, 0], [1, 0], 11), ([0, 0], [-7, 3], 12), ([0, 0], [0, 0], 13)]","[(1, 907.7791748046875, 254.9761962890625), (2, 73.82183074951172, 179.74423217773438), (3, 980.7972412109375, 472.80078125), (4, 1138.689208984375, 460.5350341796875), (5, 335.78515625, 87.52252960205078), (6, 283.6116943359375, 114.1901626586914), (7, 346.01629638671875, 242.7959442138672), (8, 283.290771484375, 112.4429931640625), (9, 149.71322631835938, 69.01305389404297), (10, 843.7109375, 408.31005859375), (11, 542.00341796875, 362.87091064453125), (12, 386.9587707519531, 10.126815795898438), (13, 582.941650390625, 7.4908294677734375)]"
40,40,0,10,10,"[([0, 0], [5, -4], 1), ([0, 0], [0, 0], 2), ([0, 0], [-30, -11], 3), ([0, 0], [-13, -9], 4), ([0, 0], [-6, 4], 5), ([0, 0], [0, 0], 6), ([0, 0], [1, 0], 7), ([0, 0], [-1, 4], 8), ([0, 0], [5, 6], 9), ([0, 0], [5, 1], 10), ([0, 0], [1, 0], 11), ([0, 0], [-8, 8], 12), ([8, -1], [8, -1], 13)]","[(1, 909.244384765625, 251.45738220214844), (2, 73.88597869873047, 180.84523010253906), (3, 966.8304443359375, 463.3518981933594), (4, 1135.1705322265625, 452.6025085449219), (5, 334.2762451171875, 89.5242919921875), (6, 284.2070617675781, 114.4313735961914), (7, 346.28173828125, 242.94805908203125), (8, 283.3236389160156, 112.50531005859375), (9, 153.87722778320312, 67.46595764160156), (10, 846.6419677734375, 406.70587158203125), (11, 542.6788940429688, 363.4334716796875), (12, 385.4548645019531, 10.22357177734375), (13, 590.4442138671875, 5.4744873046875)]"
41,41,1,11,11,"[([0, 0], [4, -6], 1), ([0, 0], [0, 1], 2), ([0, 0], [-37, -15], 3), ([0, 0], [-21, -13], 4), ([0, 0], [-9, 1], 5), ([0, 0], [1, -2], 6), ([0, 0], [0, 0], 7), ([0, 0], [0, 4], 8), ([0, 0], [10, 8], 9), ([0, 0], [10, -1], 10), ([0, 0], [3, 1], 11), ([0, 0], [-11, 13], 12), ([15, 7], [15, 7], 13), ([0, 0], [0, 0], 17)]","[(1, 908.713623046875, 247.0006103515625), (2, 73.76969909667969, 182.1902313232422), (3, 959.83740234375, 453.7445983886719), (4, 1127.737060546875, 444.2480773925781), (5, 331.4544677734375, 88.39159393310547), (6, 285.09332275390625, 114.53167724609375), (7, 345.87249755859375, 242.92396545410156), (8, 284.04180908203125, 112.51677703857422), (9, 158.21495056152344, 68.36637878417969), (10, 851.7628173828125, 402.0447082519531), (11, 544.216552734375, 363.7209167480469), (12, 382.62078857421875, 10.158248901367188), (13, 597.09228515625, 6.0537109375), (17, 221.47750854492188, 70.74440002441406)]"
42,42,0,11,11,"[([0, 0], [2, -10], 1), ([0, 0], [1, 2], 2), ([0, 0], [-50, -22], 3), ([0, 0], [-25, -19], 4), ([0, 0], [-11, -3], 5), ([0, 0], [1, -3], 6), ([0, 0], [-1, 1], 7), ([0, 0], [0, 2], 8), ([0, 0], [16, 4], 9), ([0, 0], [14, -3], 10), ([0, 1], [6, 1], 11), ([0, 0], [-12, 16], 12), ([20, 10], [20, 10], 13), ([-5, 0], [-5, 0], 17)]","[(1, 907.24462890625, 242.16522216796875), (2, 74.0186538696289, 183.79241943359375), (3, 946.7499389648438, 444.695068359375), (4, 1123.337890625, 434.1328430175781), (5, 329.670654296875, 89.94340515136719), (6, 285.4116516113281, 115.18106079101562), (7, 344.36083984375, 243.37588500976562), (8, 284.50384521484375, 112.647216796875), (9, 164.11190795898438, 64.14756774902344), (10, 855.0322265625, 396.771484375), (11, 547.1881103515625, 364.84893798828125), (12, 381.44146728515625, 12.169967651367188), (13, 602.4660034179688, 7.2989044189453125), (17, 216.78732299804688, 71.35631561279297)]"
43,43,0,11,11,"[([0, 0], [1, -12], 1), ([0, 0], [0, 1], 2), ([0, 0], [-70, -35], 3), ([0, 0], [-50, -17], 4), ([0, 0], [-10, -9], 5), ([0, 0], [4, -2], 6), ([0, 0], [-2, 0], 7), ([0, 0], [2, 2], 8), ([0, 0], [24, -1], 9), ([0, 0], [16, -9], 10), ([0, 1], [6, 0], 11), ([0, 0], [-15, 15], 12), ([26, 20], [26, 20], 13), ([-2, -2], [-2, -2], 17)]","[(1, 907.16455078125, 236.5206298828125), (2, 73.78711700439453, 181.6056671142578), (3, 922.6883544921875, 436.5827331542969), (4, 1105.776611328125, 435.75726318359375), (5, 328.97979736328125, 88.71397399902344), (6, 286.02288818359375, 116.36563110351562), (7, 343.688232421875, 243.64527893066406), (8, 284.4349670410156, 113.3843002319336), (9, 172.07748413085938, 59.941253662109375), (10, 857.9609375, 390.45697021484375), (11, 547.2911987304688, 364.07183837890625), (12, 374.65374755859375, 11.712646484375), (13, 608.1258544921875, 9.77801513671875), (17, 219.02786254882812, 71.541015625)]"
44,44,0,11,11,"[([0, 0], [-2, -11], 1), ([0, 0], [0, 0], 2), ([0, 0], [-76, -39], 3), ([0, 0], [-43, -11], 4), ([0, 0], [-7, -12], 5), ([0, 0], [2, -3], 6), ([0, 0], [-3, 0], 7), ([0, 0], [1, -1], 8), ([0, 0], [27, -4], 9), ([0, 0], [16, -14], 10), ([0, 1], [5, 0], 11), ([0, 0], [-16, 16], 12), ([26, 20], [29, 21], 13), ([-3, -4], [-3, -4], 17)]","[(1, 905.2616577148438, 233.73046875), (2, 73.63317108154297, 178.02024841308594), (3, 904.948974609375, 432.4197998046875), (4, 1095.464599609375, 437.57196044921875), (5, 328.640869140625, 87.56790161132812), (6, 285.77520751953125, 116.30392456054688), (7, 343.36407470703125, 243.83436584472656), (8, 284.8009948730469, 113.92031860351562), (9, 176.2995147705078, 57.71247863769531), (10, 859.468994140625, 385.95098876953125), (11, 547.868896484375, 363.6373596191406), (12, 370.95587158203125, 13.921432495117188), (13, 611.8140869140625, 10.791778564453125), (17, 218.56967163085938, 72.21623229980469)]"
45,45,0,11,11,"[([0, 0], [-5, -10], 1), ([0, 0], [0, 1], 2), ([0, 0], [-50, -40], 3), ([0, 0], [-45, -7], 4), ([0, 0], [-6, -14], 5), ([0, 0], [1, -1], 6), ([0, 0], [-3, 0], 7), ([0, 0], [1, -4], 8), ([0, 0], [25, -6], 9), ([0, 0], [13, -17], 10), ([-1, 0], [4, 0], 11), ([0, 0], [-16, 11], 12), ([26, 20], [23, 13], 13), ([-4, -5], [-4, -5], 17)]","[(1, 904.2548828125, 232.76483154296875), (2, 73.86331939697266, 181.13259887695312), (3, 916.6104736328125, 430.0740661621094), (4, 1090.984375, 439.3475036621094), (5, 328.574951171875, 83.84942626953125), (6, 285.3206481933594, 116.44674682617188), (7, 343.4397888183594, 243.99539184570312), (8, 284.7543640136719, 114.15692138671875), (9, 178.49705505371094, 57.72593688964844), (10, 859.9979248046875, 383.95904541015625), (11, 546.4912109375, 363.54412841796875), (12, 369.6959228515625, 14.524658203125), (13, 613.4682006835938, 11.673675537109375), (17, 217.20126342773438, 72.51122283935547)]"
46,46,0,11,11,"[([0, 0], [-2, -26], 1), ([0, 0], [2, 11], 2), ([0, 0], [-76, -37], 3), ([0, 0], [-57, 0], 4), ([0, 0], [-4, -8], 5), ([0, 0], [-1, -2], 6), ([0, 0], [-2, 0], 7), ([0, 0], [-1, -3], 8), ([0, 0], [25, -9], 9), ([0, 0], [7, -18], 10), ([-1, -1], [1, -1], 11), ([0, 0], [-14, 8], 12), ([26, 20], [24, -2], 13), ([-4, -5], [-5, -3], 17)]","[(1, 906.8262939453125, 228.55401611328125), (2, 75.43032836914062, 204.5693359375), (3, 883.6782836914062, 429.5480651855469), (4, 1070.504150390625, 444.94378662109375), (5, 327.7575988769531, 91.13975524902344), (6, 284.18328857421875, 116.51739501953125), (7, 343.5113220214844, 244.231201171875), (8, 283.80950927734375, 114.8877944946289), (9, 183.63973999023438, 55.97743225097656), (10, 858.9208984375, 379.26055908203125), (11, 545.3616333007812, 362.8428649902344), (12, 368.2515869140625, 19.073257446289062), (13, 621.1592407226562, 13.2908935546875), (17, 216.22256469726562, 74.92416381835938)]"
47,47,1,12,12,"[([0, 0], [1, -32], 1), ([0, 0], [2, 14], 2), ([0, 0], [-76, -28], 3), ([0, 0], [-63, 7], 4), ([0, 0], [-2, -4], 5), ([0, 0], [-2, 0], 6), ([0, 0], [-1, -1], 7), ([0, 0], [-1, -1], 8), ([0, 0], [23, -6], 9), ([0, 0], [3, -17], 10), ([-1, -1], [-2, -1], 11), ([0, 0], [-14, 5], 12), ([26, 20], [24, -7], 13), ([-4, -5], [-1, -3], 17), ([0, 0], [0, 0], 24)]","[(1, 908.354736328125, 225.76295471191406), (2, 76.3292465209961, 213.26693725585938), (3, 870.4946899414062, 428.0512390136719), (4, 1060.655029296875, 447.34674072265625), (5, 327.118408203125, 95.55873107910156), (6, 283.30059814453125, 116.56456756591797), (7, 343.5793762207031, 244.37403869628906), (8, 283.304931640625, 114.94317626953125), (9, 187.18942260742188, 54.99131774902344), (10, 858.2244873046875, 378.26312255859375), (11, 545.5037231445312, 362.49456787109375), (12, 367.96038818359375, 18.790557861328125), (13, 626.2891235351562, 13.280136108398438), (17, 215.47232055664062, 76.24042510986328), (24, 99.18769836425781, 176.21902465820312)]"
48,48,1,13,13,"[([0, 0], [0, -49], 1), ([0, 0], [3, 19], 2), ([0, 0], [-65, -22], 3), ([0, 0], [-55, 3], 4), ([0, 0], [-3, -1], 5), ([0, 0], [-4, -5], 6), ([0, 0], [0, 1], 7), ([0, 0], [-1, 0], 8), ([0, 0], [18, -2], 9), ([0, 0], [-1, -10], 10), ([-1, -1], [-3, 0], 11), ([0, 0], [-8, 4], 12), ([26, 20], [22, -9], 13), ([-4, -5], [-6, -1], 17), ([0, -2], [0, -2], 24)]","[(1, 907.0449829101562, 223.4090576171875), (2, 76.48973846435547, 222.48248291015625), (3, 857.3408203125, 422.2467041015625), (4, 1050.4725341796875, 445.4306335449219), (5, 325.56024169921875, 95.93896484375), (6, 282.927734375, 116.0191650390625), (7, 343.5626220703125, 243.85025024414062), (8, 283.0343017578125, 115.17266845703125), (9, 190.82127380371094, 52.623931884765625), (10, 856.16015625, 378.6063537597656), (11, 544.185791015625, 362.6100158691406), (12, 366.65533447265625, 21.446441650390625), (13, 630.4677734375, 19.789703369140625), (17, 213.4959716796875, 77.26014709472656), (24, 99.30818176269531, 174.06936645507812)]"
49,49,0,13,13,"[([0, 0], [-2, -62], 1), ([0, 0], [6, 25], 2), ([0, 0], [-56, -18], 3), ([0, 0], [-56, 3], 4), ([0, 0], [-4, 3], 5), ([0, 0], [-1, -6], 6), ([0, 0], [0, 1], 7), ([0, 0], [-1, 1], 8), ([0, 0], [11, 7], 9), ([0, 0], [-6, -4], 10), ([0, 0], [-2, 0], 11), ([0, 0], [-5, 3], 12), ([26, 20], [22, -3], 13), ([-4, -5], [-7, -1], 17), ([0, -3], [0, -3], 24)]","[(1, 903.8912963867188, 223.67691040039062), (2, 79.12881469726562, 232.62599182128906), (3, 848.649658203125, 412.9170837402344), (4, 1039.0428466796875, 446.150146484375), (5, 324.40557861328125, 97.61225891113281), (6, 284.2046813964844, 115.1396484375), (7, 343.55511474609375, 243.67620849609375), (8, 283.3815612792969, 115.06185913085938), (9, 187.34197998046875, 70.96456146240234), (10, 853.63330078125, 382.50775146484375), (11, 545.5731201171875, 363.07659912109375), (12, 365.61138916015625, 22.774734497070312), (13, 633.8170166015625, 22.413162231445312), (17, 211.59458923339844, 76.52172088623047), (24, 99.79995727539062, 173.2984619140625)]"
50,50,0,11,13,"[([0, 0], [3, -72], 1), ([0, 0], [8, 28], 2), ([0, 0], [-74, -14], 3), ([0, 0], [-62, 0], 4), ([0, 0], [-5, 4], 5), ([0, 0], [-3, -6], 6), ([0, 0], [0, 1], 7), ([0, 0], [-3, 1], 8), ([1, 0], [1, 0], 11), ([0, 0], [-5, 4], 12), ([26, 20], [20, 10], 13), ([-4, -5], [-6, -1], 17), ([-2, -1], [-2, -1], 24)]","[(1, 907.4130859375, 223.4371795654297), (2, 81.49471282958984, 239.45297241210938), (3, 842.12255859375, 410.3880920410156), (4, 1028.7081298828125, 444.0835876464844), (5, 323.4364318847656, 93.92595672607422), (6, 282.33990478515625, 115.13467407226562), (7, 343.6837463378906, 243.58651733398438), (8, 281.7739562988281, 115.057861328125), (11, 547.1739501953125, 363.5054931640625), (12, 364.70379638671875, 23.644638061523438), (13, 633.5794677734375, 21.925888061523438), (17, 211.49720764160156, 75.58950805664062), (24, 97.10974884033203, 171.37460327148438)]"
51,51,1,12,14,"[([0, 0], [0, -57], 1), ([0, 0], [7, 18], 2), ([0, 0], [-44, -16], 3), ([0, 0], [-48, -3], 4), ([0, 0], [-4, 2], 5), ([0, 0], [-3, -1], 6), ([0, 0], [0, 1], 7), ([0, 0], [-2, 0], 8), ([0, 0], [1, 0], 11), ([0, 0], [-4, 2], 12), ([26, 20], [12, 20], 13), ([-4, -5], [-5, -3], 17), ([-3, 0], [-3, 0], 24), ([0, 0], [0, 0], 28)]","[(1, 906.8345947265625, 223.13043212890625), (2, 82.24369812011719, 242.0189971923828), (3, 839.13671875, 403.6075439453125), (4, 1022.1989135742188, 443.23431396484375), (5, 323.2751159667969, 99.19683837890625), (6, 281.5790710449219, 114.84219360351562), (7, 343.829833984375, 243.64524841308594), (8, 281.12603759765625, 114.806884765625), (11, 546.3255615234375, 362.987060546875), (12, 364.5150146484375, 23.8492431640625), (13, 633.7499389648438, 21.257080078125), (17, 211.38525390625, 76.20051574707031), (24, 96.44970703125, 170.5836181640625), (28, 1170.287109375, 453.6766357421875)]"
52,52,0,11,14,"[([0, 0], [-5, -22], 1), ([0, 0], [6, 15], 2), ([0, 0], [-41, -19], 3), ([0, 0], [-59, -5], 4), ([0, 0], [-2, 0], 6), ([0, 0], [0, 2], 7), ([0, 0], [-1, 0], 8), ([0, 0], [2, 0], 11), ([0, 0], [-2, 1], 12), ([26, 20], [27, 33], 13), ([-4, -5], [-3, -2], 17), ([-3, 0], [-4, 2], 24), ([-8, -6], [-8, -6], 28)]","[(1, 903.5413818359375, 223.5440673828125), (2, 82.06836700439453, 243.615966796875), (3, 829.95751953125, 397.5660400390625), (4, 1001.6646728515625, 441.53466796875), (6, 281.68170166015625, 115.17333984375), (7, 343.35772705078125, 243.80816650390625), (8, 282.24395751953125, 114.5040283203125), (11, 547.1807861328125, 363.0416564941406), (12, 365.126220703125, 23.541580200195312), (13, 653.0653076171875, 23.31744384765625), (17, 212.10943603515625, 74.74771118164062), (24, 95.5382080078125, 170.58905029296875), (28, 1162.9586181640625, 439.53131103515625)]"
53,53,0,11,14,"[([0, 0], [-4, 9], 1), ([0, 0], [5, 12], 2), ([0, 0], [-32, -14], 3), ([0, 0], [-83, -3], 4), ([0, 0], [0, 5], 6), ([0, 0], [0, 2], 7), ([0, 0], [0, 0], 8), ([0, 0], [0, 0], 11), ([0, 0], [0, 1], 12), ([26, 20], [30, 22], 13), ([-4, -5], [-2, 0], 17), ([-3, 0], [-5, 13], 24), ([-6, -9], [-6, -9], 28)]","[(1, 903.0494384765625, 223.68170166015625), (2, 81.28026580810547, 244.43405151367188), (3, 825.89501953125, 394.8303527832031), (4, 967.5528564453125, 439.80047607421875), (6, 282.52423095703125, 113.64535522460938), (7, 343.6878662109375, 245.94781494140625), (8, 283.4070129394531, 114.02694702148438), (11, 544.8570556640625, 363.10784912109375), (12, 366.25341796875, 23.166168212890625), (13, 660.958251953125, 20.436935424804688), (17, 211.503173828125, 74.63673400878906), (24, 94.04130554199219, 170.88986206054688), (28, 1164.64013671875, 432.79339599609375)]"
